depression_weight,suicidal_weight,val_macro_f1
0.75,1.6,0.8047595870838828
0.7,1.5,0.8044581310624823
0.75,1.65,0.8043705445914304
0.7,1.55,0.8040086353662598
0.75,1.7,0.8035574737136111
0.7,1.6,0.8024294421349821
1.65,0.7,0.8021068172074544
0.7,1.65,0.8018607909997555
1.7,0.7,0.8005883679481041
0.7,1.7,0.8004514971022851
